left,right
000,03f
000,05f
000,06f
000,077
000,07b
000,07d
000,07e
000,0af
000,0cf
000,0dd
000,0de
000,0e7
000,0eb
000,0ed
000,0ee
000,0f9
000,0fa
000,11f
000,14f
000,157
000,15b
000,15d
000,15e
000,16d
000,16e
000,179
000,17a
000,18f
000,1c7
000,1cb
000,1cd
000,1ce
000,1d9
000,1da
000,1e9
000,1ea
000,22f
000,24f
000,25d
000,25e
000,267
000,26b
000,26d
000,26e
000,275
000,276
000,2ad
000,2ae
000,2cd
000,2ce
000,2dc
000,2e5
000,2e6
000,2e9
000,2ea
000,2ec
000,30f
000,31d
000,31e
000,32d
000,32e
000,347
000,34b
000,34d
000,34e
000,355
000,356
000,359
000,35a
000,35c
000,365
000,366
000,369
000,36a
000,36c
000,371
000,372
000,38d
000,38e
000,3a9
000,3aa
000,41f
000,44f
000,457
000,45b
000,45d
000,45e
000,46d
000,46e
000,475
000,476
000,48f
000,49d
000,49e
000,4ad
000,4ae
000,4c7
000,4cb
000,4cd
000,4ce
000,4d5
000,4d6
000,4d9
000,4da
000,4dc
000,4e5
000,4e6
000,4e9
000,4ea
000,4ec
000,4f1
000,4f2
000,51d
000,51e
000,54d
000,54e
000,555
000,556
000,559
000,55a
000,55c
000,56c
000,58d
000,58e
000,599
000,59a
000,60f
000,647
000,64b
000,64d
000,64e
000,655
000,656
000,665
000,666
000,68d
000,68e
000,6a5
000,6a6
000,70d
000,70e
000,715
000,716
005,05a
005,06a
005,072
005,07b
005,07e
005,0aa
005,0ca
005,0d8
005,0de
005,0e2
005,0e8
005,0eb
005,0ee
005,0f9
005,11a
005,14a
005,152
005,158
005,15b
005,15e
005,168
005,16e
005,179
005,18a
005,1cb
005,1ce
005,1d9
005,1e9
005,24a
005,25e
005,262
005,26b
005,26e
005,276
005,2ae
005,2ce
005,2dc
005,2e6
005,2e9
005,2ec
005,30a
005,31e
005,32e
005,34b
005,34e
005,356
005,359
005,35c
005,366
005,369
005,36c
005,371
005,38e
005,3a9
005,44a
005,452
005,45b
005,45e
005,46e
005,476
005,48a
005,49e
005,4ae
005,4cb
005,4ce
005,4d6
005,4d9
005,4dc
005,4e6
005,4e9
005,4ec
005,4f1
005,51e
005,54e
005,556
005,559
005,55c
005,56c
005,58e
005,599
005,64b
005,64e
005,656
005,666
005,68e
005,6a6
005,70e
005,716
006,059
006,069
006,071
006,07b
006,07d
006,0a9
006,0c9
006,0d8
006,0dd
006,0e1
006,0e8
006,0eb
006,0ed
